,id,decision,date,buying_price,median_price_zipcode,selling_price_suggestion,expected_profit,condition,zipcode,dist_fromlake,yr_built,yr_renovated,bedrooms,bathrooms,sqft_living,sqft_above,sqft_lot,sqft_basement,floors,waterfront,grade,lat,long,query,road,house_number,neighbourhood,city,county,state,season,med_autumn,med_spring,med_summer,med_winter,season_to_sell
13153,4024101421,1,2014-12-02,320000.0,379975.0,416000.0,96000.0,4,98155,13.720980284555052,1955,0,4,1.0,1460,1460,7200,0,1.5,0,7,47.7602,-122.306,"47.7602,-122.306",Northeast 182nd Street,2455,,Shoreline,King County,Washington,autumn,360000.0,382500.0,364500.0,410000.0,autumn spring summer winter 
13155,2895110062,1,2014-12-02,249000.0,250000.0,323700.0,74700.0,3,98032,29.542871466231777,2005,0,3,1.0,1752,1752,14626,0,2.0,0,8,47.3755,-122.278,"47.3755,-122.278",Reith Road,25119,,Kent,King County,Washington,autumn,249500.0,250000.0,265000.0,243000.0,autumn spring summer 
13157,2600300110,1,2014-12-02,555000.0,562750.0,721500.0,166500.0,4,98116,13.768667103659533,1946,0,4,1.75,2350,1410,6200,940,1.5,0,7,47.559,-122.397,"47.559,-122.397",51st Avenue Southwest,4806,,Seattle,King County,Washington,autumn,531250.0,567750.0,580000.0,567500.0,spring summer winter 
13158,2591020140,1,2014-12-02,475000.0,678350.0,617500.0,142500.0,4,98033,8.33569003380689,1988,0,3,2.5,1460,1150,4961,310,1.0,0,8,47.6955,-122.183,"47.6955,-122.183",118th Place Northeast,10630,,,King County,Washington,autumn,649800.0,698000.0,675000.0,725000.0,autumn spring summer winter 
13159,9407001330,1,2014-12-02,355000.0,399500.0,461500.0,106500.0,4,98045,42.45194629954743,1979,0,3,1.75,2370,1280,9750,1090,1.0,0,7,47.4459,-121.773,"47.4459,-121.773",426th Avenue Southeast,17198,Wilderness Rim,,King County,Washington,autumn,355000.0,427437.0,413500.0,414500.0,autumn spring summer winter 
13160,871000170,1,2014-12-02,535000.0,690000.0,695500.0,160500.0,3,98199,10.913819582992645,1952,0,2,2.0,1370,1020,3827,350,1.0,0,7,47.652,-122.404,"47.652,-122.404",36th Avenue West,3455,Carleton Park,Seattle,King County,Washington,autumn,650000.0,730000.0,735000.0,606000.0,autumn spring summer winter 
13161,9542600070,1,2014-12-02,516000.0,765475.0,670800.0,154800.0,3,98005,8.080264454250008,1971,0,3,3.0,2330,1300,7304,1030,1.0,0,9,47.5982,-122.172,"47.5982,-122.172",127th Avenue Southeast,1485,Woodridge,Bellevue,King County,Washington,autumn,806500.0,795000.0,740000.0,762450.0,autumn spring summer winter 
13162,9477201150,1,2014-12-02,357000.0,446000.0,464100.0,107100.0,3,98034,11.14886182168059,1976,0,3,1.5,1590,1080,6750,510,1.0,0,7,47.73,-122.191,"47.73,-122.191",112th Place Northeast,14244,,,King County,Washington,autumn,442500.0,460000.0,440000.0,440000.0,autumn spring summer winter 
13163,3235100110,1,2014-12-02,280000.0,379975.0,364000.0,84000.0,3,98155,14.628038888044767,1948,0,3,1.0,940,940,7913,0,1.0,0,6,47.7657,-122.321,"47.7657,-122.321",Northeast 189th Street,833,,Shoreline,King County,Washington,autumn,360000.0,382500.0,364500.0,410000.0,autumn spring summer winter 
13165,7625700012,1,2014-12-02,370000.0,489950.0,481000.0,111000.0,3,98136,13.231186120701542,2006,0,3,2.75,1250,830,1655,420,2.0,0,7,47.5554,-122.382,"47.5554,-122.382",Southwest Dawson Street,3909,,Seattle,King County,Washington,autumn,469300.0,515000.0,454900.0,525000.0,autumn spring summer winter 
13166,8562780110,1,2014-12-02,325000.0,570500.0,422500.0,97500.0,3,98027,18.456085606397163,2008,0,2,2.25,1230,1160,1078,70,2.0,0,7,47.5324,-122.073,"47.5324,-122.073",Shangri-La Way Northwest,239,,,King County,Washington,autumn,545000.0,574950.0,575000.0,538100.0,autumn spring summer winter 
13167,7229900250,1,2014-12-02,228000.0,435000.0,296400.0,68400.0,3,98059,20.95134177209511,1959,0,3,1.0,1000,1000,16376,0,1.0,0,7,47.4825,-122.108,"47.4825,-122.108",Southeast 134th Street,17360,,,King County,Washington,autumn,427500.0,450000.0,435000.0,420000.0,autumn spring summer winter 
13169,2123700100,1,2014-12-02,353000.0,370000.0,458900.0,105900.0,5,98118,12.700383730781525,1978,0,5,2.75,2130,1100,5000,1030,1.0,0,7,47.5271,-122.274,"47.5271,-122.274",47th Avenue South,8421,Rainier Beach,Seattle,King County,Washington,autumn,351400.0,421000.0,358000.0,350000.0,spring summer 
13171,1257201375,1,2014-12-02,550000.0,550000.0,715000.0,165000.0,3,98103,6.371515315265502,1950,0,3,2.0,1650,1650,3952,0,2.0,0,7,47.6727,-122.33,"47.6727,-122.33",North 61st Street,2321,Meridian,Seattle,King County,Washington,autumn,549500.0,550000.0,549500.0,565000.0,spring winter 
13172,7229700165,1,2014-12-02,350000.0,435000.0,455000.0,105000.0,4,98059,20.813913014260947,1965,0,3,1.75,1740,1740,29597,0,1.0,0,7,47.481,-122.115,"47.481,-122.115",Southeast 136th Street,16904,,,King County,Washington,autumn,427500.0,450000.0,435000.0,420000.0,autumn spring summer winter 
13174,2895800710,1,2014-12-02,267800.0,315000.0,348140.0,80340.0,3,98106,15.256893142221458,2014,0,3,1.75,1410,1410,1899,0,2.0,0,8,47.5171,-122.347,"47.5171,-122.347",Southwest 96th Place,904,,Seattle,King County,Washington,autumn,315000.0,312250.0,315000.0,325000.0,autumn spring summer winter 
13175,3204300610,1,2014-12-02,450000.0,920000.0,585000.0,135000.0,3,98112,3.3358969938374874,1925,0,2,1.0,950,950,4560,0,1.5,0,7,47.6288,-122.3,"47.6288,-122.3",25th Avenue East,1070,,Seattle,King County,Washington,autumn,841250.0,920000.0,952500.0,1025000.0,autumn spring summer winter 
13176,263000255,1,2014-12-02,375000.0,550000.0,487500.0,112500.0,3,98103,9.170604338047085,2010,0,3,2.25,1540,1540,1561,0,3.0,0,8,47.6991,-122.346,"47.6991,-122.346",North 96th Street,934,Licton Springs,Seattle,King County,Washington,autumn,549500.0,550000.0,549500.0,565000.0,autumn spring summer winter 
13178,6154900130,1,2014-12-02,340000.0,554000.0,442000.0,102000.0,3,98177,10.821142623544125,1947,0,2,1.0,860,860,7102,0,1.0,0,6,47.7042,-122.369,"47.7042,-122.369",9th Avenue Northwest,10327,Crown Hill,Seattle,King County,Washington,autumn,525300.0,587500.0,525050.0,557500.0,autumn spring summer winter 
13180,6300000693,1,2014-12-02,233000.0,375000.0,302900.0,69900.0,3,98133,9.661232005274536,2001,0,2,2.25,850,850,1656,0,2.0,0,8,47.7064,-122.344,"47.7064,-122.344",Aurora Avenue North,10546,,Seattle,King County,Washington,autumn,362500.0,400000.0,358401.5,415000.0,autumn spring summer winter 
13184,3353400840,1,2014-12-02,230000.0,260000.0,299000.0,69000.0,4,98001,41.5997621447125,1903,1979,6,1.5,2140,2140,36509,0,1.5,0,8,47.2668,-122.252,"47.2668,-122.252",2nd Avenue Southwest,122,,,King County,Washington,autumn,250000.0,262000.0,263000.0,269950.0,autumn spring summer winter 
13185,2781250560,1,2014-12-02,234000.0,342500.0,304200.0,70200.0,3,98038,36.92037229281456,2003,0,2,2.0,1200,1200,3624,0,2.0,0,6,47.349,-122.025,"47.349,-122.025",238th Avenue Southeast,28213,Glacier Trails,,King County,Washington,autumn,342497.5,349475.0,345000.0,338975.0,autumn spring summer winter 
13186,1099610830,1,2014-12-02,209000.0,268500.0,271700.0,62700.0,3,98023,38.63688485178635,1976,0,3,1.0,1330,1330,6900,0,1.0,0,7,47.3033,-122.381,"47.3033,-122.381",38th Avenue Southwest,33455,,,King County,Washington,autumn,266000.0,275000.0,260000.0,272000.0,autumn spring summer winter 
13189,3860900111,1,2014-12-02,695000.0,1155000.0,903500.0,208500.0,5,98004,6.7574315678256465,1952,0,5,1.75,1790,1790,9335,0,2.0,0,8,47.5945,-122.201,"47.5945,-122.201",104th Avenue Southeast,1880,,Bellevue,King County,Washington,autumn,1116500.0,1190000.0,1014250.0,1398000.0,autumn spring summer winter 
13191,9828701507,1,2014-12-02,759000.0,920000.0,986700.0,227700.0,3,98112,3.688208192030183,2014,0,3,2.25,1640,1640,1873,0,3.0,0,8,47.6196,-122.297,"47.6196,-122.297",27th Avenue East,126,,Seattle,King County,Washington,autumn,841250.0,920000.0,952500.0,1025000.0,autumn spring summer winter 
13192,3874000240,1,2014-12-02,210000.0,260000.0,273000.0,63000.0,3,98001,32.94908789106409,1963,0,3,2.0,1440,1440,10111,0,1.0,0,7,47.345,-122.283,"47.345,-122.283",South 286th Street,4003,,,King County,Washington,autumn,250000.0,262000.0,263000.0,269950.0,autumn spring summer winter 
13196,7899800045,1,2014-12-02,232900.0,315000.0,302770.0,69870.0,3,98106,14.904866234670324,1973,0,3,1.5,910,910,5120,0,1.0,0,6,47.5238,-122.356,"47.5238,-122.356",17th Avenue Southwest,8828,Highland Park,Seattle,King County,Washington,autumn,315000.0,312250.0,315000.0,325000.0,autumn spring summer winter 
13197,7899800045,1,2014-12-02,232900.0,315000.0,302770.0,69870.0,3,98106,14.904866234670324,1973,0,3,1.5,910,910,5120,0,1.0,0,6,47.5238,-122.356,"47.5238,-122.356",17th Avenue Southwest,8828,Highland Park,Seattle,King County,Washington,autumn,315000.0,312250.0,315000.0,325000.0,autumn spring summer winter 
13199,7334600280,1,2014-12-02,349900.0,399500.0,454870.0,104970.0,3,98045,43.07743653696576,1969,0,2,1.75,1550,970,9230,580,1.0,0,6,47.4701,-121.744,"47.4701,-121.744",Southeast 144th Street,44784,,,King County,Washington,autumn,355000.0,427437.0,413500.0,414500.0,autumn spring summer winter 
13200,2197600388,1,2014-12-02,350000.0,572000.0,455000.0,105000.0,3,98122,5.938918370446577,2006,0,2,1.5,830,830,1077,0,2.0,0,7,47.6058,-122.319,"47.6058,-122.319",10th Avenue,414,Little Saigon,Seattle,King County,Washington,autumn,585500.0,613000.0,575000.0,523000.0,autumn spring summer winter 
13204,2781250610,1,2014-12-02,250000.0,342500.0,325000.0,75000.0,3,98038,36.956243434113794,2003,0,3,2.0,1470,1470,2781,0,2.0,0,6,47.349,-122.024,"47.349,-122.024",Southeast 282nd Street,23821,Glacier Trails,,King County,Washington,autumn,342497.5,349475.0,345000.0,338975.0,autumn spring summer winter 
13205,1774000200,1,2014-12-02,400000.0,520000.0,520000.0,120000.0,3,98072,17.880562786094917,1968,0,3,1.75,1920,1920,9102,0,1.0,0,7,47.7487,-122.082,"47.7487,-122.082",Avondale Road Northeast,16603,,,King County,Washington,autumn,550000.0,534640.0,501000.0,482000.0,autumn spring summer winter 
13207,1917300260,1,2014-12-02,210000.0,279500.0,273000.0,63000.0,5,98022,51.9957969836965,1920,0,4,2.0,1520,1520,6174,0,1.5,0,6,47.2105,-121.989,"47.2105,-121.989",Davis Avenue,1516,,,King County,Washington,autumn,273500.0,289000.0,285000.0,282500.0,autumn spring summer winter 
13209,6818400110,1,2014-12-03,261000.0,264000.0,339300.0,78300.0,3,98188,20.60443765229452,1961,0,4,1.5,2040,1190,10488,850,1.0,0,7,47.4557,-122.269,"47.4557,-122.269",South 164th Street,5137,,,King County,Washington,autumn,252000.0,267500.0,270000.0,255500.0,spring summer 
13210,1925069006,1,2014-12-03,355000.0,644500.0,461500.0,106500.0,4,98074,13.504422204469279,1950,0,1,0.75,530,530,33278,0,1.0,0,4,47.6412,-122.079,"47.6412,-122.079",,,,,King County,Washington,autumn,623000.0,656250.0,637000.0,623900.0,autumn spring summer winter 
13211,3362400094,1,2014-12-03,550000.0,550000.0,715000.0,165000.0,3,98103,7.989294612640084,2008,0,3,2.25,1540,1540,1005,0,3.0,0,8,47.6827,-122.346,"47.6827,-122.346",North 74th Street,906,,Seattle,King County,Washington,autumn,549500.0,550000.0,549500.0,565000.0,spring winter 
13214,8645500370,1,2014-12-03,260000.0,335000.0,338000.0,78000.0,4,98058,20.12182568177384,1962,0,4,1.0,1740,1020,8100,720,1.0,0,7,47.467,-122.185,"47.467,-122.185",Ferndale Avenue Southeast,1500,Tiffany Park,,King County,Washington,autumn,322500.0,335000.0,339000.0,340000.0,autumn spring summer winter 
13215,8165100035,1,2014-12-03,245560.0,554000.0,319228.0,73668.0,3,98177,17.128276614301214,1957,0,2,1.5,1260,1260,9693,0,1.0,0,7,47.7775,-122.365,"47.7775,-122.365",Northwest 205th Street - 244th Street Southwest,9815,,,King County,Washington,autumn,525300.0,587500.0,525050.0,557500.0,autumn spring summer winter 
13217,4475000180,1,2014-12-03,325000.0,335000.0,422500.0,97500.0,3,98058,24.254044500427078,1999,0,3,2.0,1570,1570,5600,0,1.0,0,8,47.4286,-122.185,"47.4286,-122.185",Southeast 193rd Place,11701,,,King County,Washington,autumn,322500.0,335000.0,339000.0,340000.0,spring summer winter 
13219,3179100720,1,2014-12-03,602000.0,675000.0,782600.0,180600.0,4,98105,3.7221428741180893,1941,0,2,1.0,1470,970,6398,500,1.0,0,7,47.6716,-122.279,"47.6716,-122.279",Stanford Avenue Northeast,4515,Hawthorne Hills,Seattle,King County,Washington,autumn,623000.0,725000.0,675000.0,665000.0,autumn spring summer winter 
13221,8151601190,1,2014-12-03,180000.0,309500.0,234000.0,54000.0,3,98146,17.037419651320196,1936,0,5,1.0,1460,1290,11726,170,1.5,0,6,47.5039,-122.361,"47.5039,-122.361",22nd Avenue Southwest,11036,Shorewood,Seattle,King County,Washington,autumn,302500.0,335000.0,282500.0,267500.0,autumn spring summer winter 
13227,625049299,1,2014-12-03,482000.0,550000.0,626600.0,144600.0,3,98103,7.86988860038043,1941,0,2,1.0,950,950,3960,0,1.0,0,7,47.6885,-122.337,"47.6885,-122.337",North 82nd Street,1713,,Seattle,King County,Washington,autumn,549500.0,550000.0,549500.0,565000.0,autumn spring summer winter 
13229,2366800055,1,2014-12-03,225000.0,260000.0,292500.0,67500.0,3,98001,41.599577993383704,1989,0,3,2.5,1740,1740,10050,0,2.0,0,7,47.2671,-122.236,"47.2671,-122.236",Eastgate Avenue,111,,,King County,Washington,autumn,250000.0,262000.0,263000.0,269950.0,autumn spring summer winter 
13230,9460000010,1,2014-12-03,285000.0,298500.0,370500.0,85500.0,3,98055,17.24038262075957,1961,0,3,1.75,1990,1090,6500,900,1.0,0,7,47.488,-122.221,"47.488,-122.221",Maple Avenue Northwest,369,,,King County,Washington,autumn,290000.0,305000.0,293000.0,310000.0,autumn spring summer winter 
13231,2041000025,1,2014-12-03,474000.0,736000.0,616200.0,142200.0,3,98109,6.355183407093473,1926,0,2,1.0,1090,840,3160,250,1.0,0,7,47.6385,-122.344,"47.6385,-122.344",Dexter Avenue North,2133,,Seattle,King County,Washington,autumn,675000.0,762000.0,736000.0,837000.0,autumn spring summer winter 
13234,3383900057,1,2014-12-03,500000.0,710000.0,650000.0,150000.0,3,98102,4.8854556922149115,2001,0,3,3.25,1490,1220,902,270,3.0,0,8,47.6357,-122.324,"47.6357,-122.324",East Howe Street,257,Eastlake,Seattle,King County,Washington,autumn,752000.0,699750.0,652500.0,800000.0,autumn spring summer winter 
13235,5422560470,1,2014-12-03,440000.0,615000.0,572000.0,132000.0,4,98052,10.156046029068458,1977,0,3,2.0,1650,1650,6408,0,2.0,0,8,47.6638,-122.128,"47.6638,-122.128",159th Avenue Northeast,5934,,,King County,Washington,autumn,599500.0,625000.0,620000.0,600750.0,autumn spring summer winter 
13238,5589300585,1,2014-12-03,325000.0,379975.0,422500.0,97500.0,3,98155,13.001002411931362,1951,0,3,1.0,1050,1050,9083,0,1.0,0,7,47.7533,-122.307,"47.7533,-122.307",Northeast 171st Street,2006,North City,Shoreline,King County,Washington,autumn,360000.0,382500.0,364500.0,410000.0,autumn spring summer winter 
13239,5589300435,1,2014-12-03,359000.0,379975.0,466700.0,107700.0,3,98155,12.883453585870235,1950,0,4,1.0,2180,2180,10617,0,1.5,0,7,47.7522,-122.307,"47.7522,-122.307",Northeast 170th Street,1850,North City,Shoreline,King County,Washington,autumn,360000.0,382500.0,364500.0,410000.0,autumn spring summer winter 
13240,9000025,1,2014-12-03,496000.0,570000.0,644800.0,148800.0,4,98115,5.491020438793261,1941,1973,2,1.0,1420,1420,4635,0,2.0,0,7,47.68,-122.304,"47.68,-122.304",Ravenna Avenue Northeast,7023,Ravenna,Seattle,King County,Washington,autumn,552500.0,595000.0,550000.0,580000.0,autumn spring summer winter 
13241,4123400340,1,2014-12-03,525000.0,570500.0,682500.0,157500.0,3,98027,15.251232100271537,1973,0,4,2.25,1580,1160,7307,420,1.0,0,8,47.569,-122.086,"47.569,-122.086",191st Avenue Southeast,4204,,,King County,Washington,autumn,545000.0,574950.0,575000.0,538100.0,autumn spring summer winter 
13242,5637500082,1,2014-12-03,346000.0,489950.0,449800.0,103800.0,3,98136,14.292026868495881,2006,0,3,2.0,1060,730,1184,330,2.0,0,7,47.5443,-122.385,"47.5443,-122.385",41st Avenue Southwest,6517,Morgan Junction,Seattle,King County,Washington,autumn,469300.0,515000.0,454900.0,525000.0,autumn spring summer winter 
13244,1123049126,1,2014-12-03,227000.0,279000.0,295100.0,68100.0,3,98178,16.60420841821461,1959,0,3,1.0,1340,1340,10035,0,1.0,0,7,47.4916,-122.254,"47.4916,-122.254",64th Avenue South,12404,,Seattle,King County,Washington,autumn,284000.0,282502.5,277554.0,261590.0,autumn spring summer winter 
13246,1770000460,1,2014-12-03,430000.0,520000.0,559000.0,129000.0,3,98072,16.991900098084084,1976,0,3,2.25,1830,1400,19965,430,1.0,0,8,47.7412,-122.088,"47.7412,-122.088",188th Avenue Northeast,15597,,,King County,Washington,autumn,550000.0,534640.0,501000.0,482000.0,autumn spring summer winter 
13248,625049359,1,2014-12-03,515000.0,550000.0,669500.0,154500.0,3,98103,7.878980743714512,2008,0,3,2.25,1300,1300,1180,0,3.0,0,8,47.6871,-122.339,"47.6871,-122.339",North 80th Street,1502,,Seattle,King County,Washington,autumn,549500.0,550000.0,549500.0,565000.0,autumn spring summer winter 
13251,2329800140,1,2014-12-03,291000.0,291500.0,378300.0,87300.0,4,98042,31.22246719116523,1984,0,4,2.5,1580,1580,6633,0,2.0,0,7,47.3768,-122.118,"47.3768,-122.118",167th Avenue Southeast,25106,,,King County,Washington,autumn,279000.0,301750.0,299500.0,286000.0,spring summer 
13252,3363900111,1,2014-12-03,437500.0,550000.0,568750.0,131250.0,5,98103,8.259294678593745,1907,0,2,1.0,990,790,3120,200,1.0,0,7,47.68,-122.353,"47.68,-122.353",Dayton Avenue North,7011,,Seattle,King County,Washington,autumn,549500.0,550000.0,549500.0,565000.0,autumn spring summer winter 
13253,1934800142,1,2014-12-03,375000.0,572000.0,487500.0,112500.0,3,98122,5.642255572201514,2007,0,2,1.5,1050,960,1046,90,2.0,0,8,47.6028,-122.309,"47.6028,-122.309",18th Avenue,151,Little Saigon,Seattle,King County,Washington,autumn,585500.0,613000.0,575000.0,523000.0,autumn spring summer winter 
13257,4353700200,1,2014-12-03,501000.0,570500.0,651300.0,150300.0,3,98027,15.158192744844218,1962,1980,2,1.75,1810,1170,7523,640,1.0,0,8,47.5695,-122.087,"47.5695,-122.087",Southeast 42nd Street,19099,,,King County,Washington,autumn,545000.0,574950.0,575000.0,538100.0,autumn spring summer winter 
13259,1840200080,1,2014-12-03,240000.0,264000.0,312000.0,72000.0,3,98188,22.079965423935572,1959,0,3,1.5,1890,1190,9000,700,1.0,0,7,47.4425,-122.272,"47.4425,-122.272",50th Avenue South,17914,,,King County,Washington,autumn,252000.0,267500.0,270000.0,255500.0,autumn spring summer winter 
13261,2420069220,1,2014-12-03,209000.0,279500.0,271700.0,62700.0,3,98022,52.724107780610396,1912,2014,3,1.0,1320,1320,3954,0,1.5,0,6,47.202,-121.994,"47.202,-121.994",Porter Street,1217,,,King County,Washington,autumn,273500.0,289000.0,285000.0,282500.0,autumn spring summer winter 
13262,5412100920,1,2014-12-03,250000.0,260000.0,325000.0,75000.0,3,98001,42.38894593646487,2001,0,4,2.75,1830,1830,6643,0,2.0,0,8,47.2601,-122.286,"47.2601,-122.286",38th Avenue South,38041,Jovita,,King County,Washington,autumn,250000.0,262000.0,263000.0,269950.0,autumn spring summer winter 
13263,1115100169,1,2014-12-03,315000.0,379975.0,409500.0,94500.0,3,98155,13.833917654215572,1977,0,3,1.75,1900,1130,7076,770,1.0,0,7,47.7569,-122.326,"47.7569,-122.326",Northeast Serpentine Place,326,North City,Shoreline,King County,Washington,autumn,360000.0,382500.0,364500.0,410000.0,autumn spring summer winter 
13267,2523069156,1,2014-12-03,520000.0,570500.0,676000.0,156000.0,3,98027,29.051387475494607,1981,0,3,2.25,2510,2510,43995,0,2.0,0,8,47.4545,-121.988,"47.4545,-121.988",266th Avenue Southeast,16417,,,King County,Washington,autumn,545000.0,574950.0,575000.0,538100.0,autumn spring summer winter 
13269,1771000290,1,2014-12-03,340000.0,652475.0,442000.0,102000.0,3,98077,18.07501712645528,1976,0,3,1.75,1280,1030,16200,250,1.0,0,8,47.7427,-122.071,"47.7427,-122.071",199th Avenue Northeast,15842,,,King County,Washington,autumn,640000.0,610000.0,727500.0,681000.0,autumn spring summer winter 
13272,6072760670,1,2014-12-03,652450.0,762684.5,848185.0,195735.0,5,98006,10.58817748334496,1974,0,3,2.25,2230,1630,11835,600,1.0,0,8,47.563,-122.178,"47.563,-122.178",121st Avenue Southeast,4613,,Bellevue,King County,Washington,autumn,765000.0,755000.0,760000.0,791270.5,autumn spring summer winter 
13273,126039213,1,2014-12-03,365500.0,554000.0,475150.0,109650.0,4,98177,16.20519143843979,1909,0,2,1.0,1140,1140,15624,0,1.0,0,6,47.7673,-122.367,"47.7673,-122.367",Northwest 190th Street,812,,Shoreline,King County,Washington,autumn,525300.0,587500.0,525050.0,557500.0,autumn spring summer winter 
13276,984210220,1,2014-12-03,271500.0,335000.0,352950.0,81450.0,3,98058,23.86592262741749,1976,0,3,2.5,1490,1090,8005,400,1.0,0,7,47.4359,-122.165,"47.4359,-122.165",132nd Place Southeast,18523,Boulevard Place,,King County,Washington,autumn,322500.0,335000.0,339000.0,340000.0,autumn spring summer winter 
13277,5332200375,1,2014-12-03,900000.0,920000.0,1170000.0,270000.0,3,98112,2.8527583299852557,1907,1993,3,2.5,2320,1620,5000,700,2.0,0,8,47.6278,-122.292,"47.6278,-122.292",31st Avenue East,1001,,Seattle,King County,Washington,autumn,841250.0,920000.0,952500.0,1025000.0,spring summer winter 
13278,8018600980,1,2014-12-03,187250.0,235000.0,243425.0,56175.0,5,98168,16.927720997790765,1926,0,2,1.0,710,710,14700,0,1.0,0,6,47.4939,-122.318,"47.4939,-122.318",12th Avenue South,12214,,,King County,Washington,autumn,234525.0,235000.0,240500.0,235000.0,autumn spring summer winter 
13279,1088000030,1,2014-12-03,435000.0,678350.0,565500.0,130500.0,3,98033,6.743164665257523,1973,0,4,2.25,1990,1990,8548,0,2.0,0,8,47.667,-122.178,"47.667,-122.178",Northeast 68th Place,12112,,,King County,Washington,autumn,649800.0,698000.0,675000.0,725000.0,autumn spring summer winter 
13282,7955080270,1,2014-12-03,322500.0,335000.0,419250.0,96750.0,3,98058,24.927375972920654,1981,0,4,2.75,2060,1280,6659,780,1.0,0,7,47.4276,-122.157,"47.4276,-122.157",138th Avenue Southeast,19504,Rock Creek,,King County,Washington,autumn,322500.0,335000.0,339000.0,340000.0,autumn spring summer winter 
13283,9835800750,1,2014-12-03,247000.0,250000.0,321100.0,74100.0,4,98032,29.776908371792715,1968,0,3,2.25,1640,1180,7630,460,1.0,0,8,47.3739,-122.29,"47.3739,-122.29",33rd Place South,25405,,Kent,King County,Washington,autumn,249500.0,250000.0,265000.0,243000.0,autumn spring summer 
13286,5680000545,1,2014-12-03,330000.0,342500.0,429000.0,99000.0,4,98108,9.217730594791792,1942,0,4,2.0,1750,1070,5202,680,1.0,0,6,47.5677,-122.317,"47.5677,-122.317",12th Avenue South,4012,South Seattle,Seattle,King County,Washington,autumn,340000.0,355000.0,339000.0,380000.0,autumn spring summer winter 
13287,104540840,1,2014-12-03,240000.0,268500.0,312000.0,72000.0,3,98023,37.391945621969704,1986,0,3,2.25,1460,1140,5818,320,1.0,0,7,47.3113,-122.358,"47.3113,-122.358",18th Avenue Southwest,32330,,,King County,Washington,autumn,266000.0,275000.0,260000.0,272000.0,autumn spring summer winter 
13288,2211700290,1,2014-12-04,538000.0,762684.5,699400.0,161400.0,5,98006,13.658240685533624,1960,0,3,2.75,2000,1250,7204,750,1.0,0,7,47.565,-122.116,"47.565,-122.116",Southeast 45th Street,16785,,Bellevue,King County,Washington,autumn,765000.0,755000.0,760000.0,791270.5,autumn spring summer winter 
13289,1568100225,1,2014-12-04,343000.0,379975.0,445900.0,102900.0,5,98155,10.791285334160586,1953,0,2,1.5,1040,1040,8526,0,1.0,0,6,47.7349,-122.295,"47.7349,-122.295",31st Avenue Northeast,14564,,Shoreline,King County,Washington,autumn,360000.0,382500.0,364500.0,410000.0,autumn spring summer winter 
13291,2768301182,1,2014-12-04,439950.0,529975.0,571935.0,131985.0,3,98107,8.756529273726878,2003,0,3,2.0,1230,1010,1613,220,2.0,0,8,47.6661,-122.37,"47.6661,-122.37",Northwest 52nd Street,927,,Seattle,King County,Washington,autumn,500000.0,560000.0,517000.0,583500.0,autumn spring summer winter 
13294,7214711270,1,2014-12-04,528000.0,652475.0,686400.0,158400.0,3,98077,19.42651495412877,1977,0,5,2.25,2940,1700,38009,1240,1.0,0,8,47.7653,-122.077,"47.7653,-122.077",195th Court Northeast,18885,,,King County,Washington,autumn,640000.0,610000.0,727500.0,681000.0,autumn spring summer winter 
13295,2767600985,1,2014-12-04,529950.0,529975.0,688935.0,158985.0,3,98107,9.591593215295902,2014,0,3,2.25,1240,1240,1250,0,3.0,0,8,47.6748,-122.377,"47.6748,-122.377",Northwest 63rd Street,1512,,Seattle,King County,Washington,autumn,500000.0,560000.0,517000.0,583500.0,spring winter 
13296,9407000230,1,2014-12-04,240000.0,399500.0,312000.0,72000.0,4,98045,43.128083411657,1971,0,3,1.0,1600,1600,12566,0,1.0,0,7,47.4431,-121.765,"47.4431,-121.765",432nd Avenue Southeast,17382,Wilderness Rim,,King County,Washington,autumn,355000.0,427437.0,413500.0,414500.0,autumn spring summer winter 
13297,6838700060,1,2014-12-04,280000.0,380000.0,364000.0,84000.0,3,98056,15.327239939672635,1993,0,3,2.25,1430,1430,7222,0,2.0,0,7,47.5112,-122.19,"47.5112,-122.19",Aberdeen Place Northeast,2118,Kennydale,,King County,Washington,autumn,376500.0,387000.0,377000.0,375000.0,autumn spring summer winter 
13298,4168100020,1,2014-12-04,209950.0,268500.0,272935.0,62985.0,4,98023,36.224076386129894,1963,0,3,1.0,1660,960,8800,700,1.0,0,7,47.3212,-122.352,"47.3212,-122.352",13th Avenue Southwest,31400,,,King County,Washington,autumn,266000.0,275000.0,260000.0,272000.0,autumn spring summer winter 
13302,4024101670,1,2014-12-04,290000.0,379975.0,377000.0,87000.0,4,98155,13.442446445423517,1955,0,3,1.5,1040,1040,9997,0,1.0,0,7,47.7583,-122.302,"47.7583,-122.302",Northeast 178th Street,2726,,,King County,Washington,autumn,360000.0,382500.0,364500.0,410000.0,autumn spring summer winter 
13303,1934800138,1,2014-12-04,390000.0,572000.0,507000.0,117000.0,3,98122,5.6339125588912,2007,0,2,1.5,1050,960,934,90,2.0,0,8,47.6029,-122.309,"47.6029,-122.309",18th Avenue,153,Little Saigon,Seattle,King County,Washington,autumn,585500.0,613000.0,575000.0,523000.0,autumn spring summer winter 
13304,1657530180,1,2014-12-04,294500.0,435000.0,382850.0,88350.0,3,98059,18.147010549860624,2005,0,3,2.5,1760,1760,2688,0,2.0,0,7,47.4903,-122.166,"47.4903,-122.166",Northeast 4th Circle,3926,,,King County,Washington,autumn,427500.0,450000.0,435000.0,420000.0,autumn spring summer winter 
