,id,query,road,house_number,neighbourhood,city,county,state
11304,8898700960,"47.4575,-122.204",South 23rd Street,1142,Victoria Hills,,King County,Washington
11305,486000597,"47.6763,-122.404",Northwest 65th Court,3610,Sunset Hill,Seattle,King County,Washington
11306,7175300045,"47.681,-122.304",Ravenna Avenue Northeast,7051,Ravenna,Seattle,King County,Washington
11307,3073500045,"47.7563,-122.338",North 175th Street,1836,Meridian Park,Shoreline,King County,Washington
11308,2407900550,"47.4799,-122.129",Southeast 3rd Street,6713,,,King County,Washington
11309,5379802650,"47.4549,-122.287",South 166th Street,3518,,,King County,Washington
11310,4364700990,"47.5255,-122.376",35th Avenue Southwest,8626,,Seattle,King County,Washington
11311,2158900140,"47.6374,-122.307",Boyer Avenue East,2037,Montlake,Seattle,King County,Washington
11312,3235100075,"47.766,-122.32",Northeast 189th Street,916,,Shoreline,King County,Washington
11313,2887701940,"47.6856,-122.312",15th Avenue Northeast,7722,,Seattle,King County,Washington
11314,7399200510,"47.464,-122.192",Southeast 18th Court,2003,Rolling Hills,,King County,Washington
11315,3578600045,"47.7443,-122.228",Simonds Road Northeast,16032,,,King County,Washington
11316,9406500310,"47.7532,-122.244",Northeast 171st Lane,7216,,,King County,Washington
11317,1560100135,"47.7118,-122.314",14th Avenue Northeast,11347,,Seattle,King County,Washington
11318,1326069094,"47.7348,-121.984",265th Court Northeast,14851,,,King County,Washington
11319,3396830310,"47.7177,-122.104",Northeast 131st Place,17626,,,King County,Washington
11320,4040400340,"47.6112,-122.133",155th Avenue Northeast,190,,Bellevue,King County,Washington
11321,7234601221,"47.6174,-122.308",East Howell Street,1817,,Seattle,King County,Washington
11322,6065301040,"47.5696,-122.183",Skagit Key,27,Newport Shores,Bellevue,King County,Washington
11323,2600010390,"47.5563,-122.163",Southeast 52nd Place,,,Bellevue,King County,Washington
11324,6679000560,"47.3847,-122.029",234th Way Southeast,24216,Valley Green,,King County,Washington
11325,6743700335,"47.6935,-122.173",126th Avenue Northeast,10406,,,King County,Washington
11326,2207000060,"47.5765,-122.159",136th Avenue Southeast,3761,,Bellevue,King County,Washington
11327,1900000060,"47.4693,-122.349",Southwest 149th Street,1037,Seahurst,,King County,Washington
11328,1232001480,"47.684,-122.378",16th Avenue Northwest,7525,Whittier Heights,Seattle,King County,Washington
11329,9835800320,"47.3749,-122.291",32nd Place South,25301,,,King County,Washington
11330,9285800055,"47.5719,-122.377",36th Avenue Southwest,3442,,Seattle,King County,Washington
11331,3438500677,"47.5524,-122.356",17th Avenue Southwest,5445,,Seattle,King County,Washington
11332,3879901290,"47.6265,-122.364",West Olympic Place,515,Uptown,Seattle,King County,Washington
11333,3905040060,"47.5706,-121.999",255th Place Southeast,4010,,,King County,Washington
11334,9530101290,"47.6659,-122.359",2nd Avenue Northwest,5103,,Seattle,King County,Washington
11335,5104532030,"47.3559,-122.0",Southeast 274th Place,25516,,,King County,Washington
11336,6411600045,"47.7125,-122.332",North 115th Street,2148,,Seattle,King County,Washington
11337,1796360990,"47.3679,-122.088",189th Court Southeast,26118,Covington Woods,,King County,Washington
11338,9264911550,"47.3078,-122.338",Southwest 328th Street,301,,,King County,Washington
11339,7715800310,"47.6264,-122.058",211th Place Northeast,1833,,,King County,Washington
11340,3407700012,"47.7375,-122.139",,,,,King County,Washington
11341,2322069116,"47.3843,-122.006",Southeast 252nd Avenue,24349,,,King County,Washington
11342,4058800875,"47.5045,-122.24",Auburn Avenue South,11008,Lakeridge,Seattle,King County,Washington
11343,8113101070,"47.5487,-122.277",Rainier Avenue South,5957,Brighton,Seattle,King County,Washington
11344,9512501370,"47.6707,-122.149",143rd Avenue Northeast,7319,,,King County,Washington
11345,3670500465,"47.7346,-122.308",Northeast 146th Street,1943,,Shoreline,King County,Washington
11346,8856950310,"47.385,-122.031",Southeast 242nd Street,23221,Valley Green,,King County,Washington
11347,4315700505,"47.5405,-122.393",Southwest Frontenac Street,4634,Morgan Junction,Seattle,King County,Washington
11348,3046200125,"47.4807,-122.332",Occidental Avenue South,13624,Beverly Park,,King County,Washington
11349,2922701420,"47.6867,-122.369",Northwest 80th Street,915,Whittier Heights,Seattle,King County,Washington
11350,6430500238,"47.6893,-122.35",Fremont Avenue North,8305,,Seattle,King County,Washington
11351,6031400071,"47.4884,-122.319",South 128th Street,1039,,,King County,Washington
11352,1854750030,"47.5646,-122.127",160th Avenue Southeast,,,Bellevue,King County,Washington
11353,7950302121,"47.5659,-122.286",37th Avenue South,4110,Columbia City,Seattle,King County,Washington
11354,1421069117,"47.3119,-122.015",Roberts Drive,24521,,,King County,Washington
11355,1370803510,"47.6366,-122.401",35th Avenue West,1922,Carleton Park,Seattle,King County,Washington
11356,1559900140,"47.7466,-121.979",3rd Avenue Northeast,,,,King County,Washington
11357,2734100738,"47.542,-122.321",Flora Avenue South,6709,Van Asselt,Seattle,King County,Washington
11358,7007700030,"47.5709,-122.401",Southwest Orleans Street,5313,Alki,Seattle,King County,Washington
11359,7702020030,"47.7599,-122.233",Northeast 182nd Place,8031,,,King County,Washington
11360,1795500060,"47.3631,-122.116",170th Avenue Southeast,26621,,,King County,Washington
11361,3303860030,"47.3694,-122.056",214th Avenue Southeast,25900,Highlands at Cedar Downs,,King County,Washington
11362,7701960990,"47.713,-122.072",198th Drive Northeast,12721,,,King County,Washington
11363,7701960990,"47.713,-122.072",198th Drive Northeast,12721,,,King County,Washington
11364,5453700060,"47.5359,-122.233",Southeast 75th Place,7998,,,King County,Washington
11365,2143700935,"47.4788,-122.227",Earlington Avenue Southwest,359,,,King County,Washington
11366,9485300560,"47.3877,-122.171",127th Place Southeast,23902,Kensington Heights,,King County,Washington
11367,3693900135,"47.6793,-122.397",Northwest 70th Street,3027,Sunset Hill,Seattle,King County,Washington
11368,7212650990,"47.2641,-122.312",18th Place South,37636,,,King County,Washington
11369,1245001659,"47.6884,-122.204",3rd Street,1538,,,King County,Washington
11370,6071300550,"47.5564,-122.177",Southeast 52nd Street,12076,,Bellevue,King County,Washington
11371,4083306620,"47.649,-122.335",North 35th Street,1901,,Seattle,King County,Washington
11372,8122100392,"47.5368,-122.374",32nd Avenue Southwest,7321,High Point,Seattle,King County,Washington
11373,5418500800,"47.7003,-122.285",Northeast 98th Street,4006,Lavilla,Seattle,King County,Washington
11374,2421059036,"47.2935,-122.108",Southeast Lake Moneysmith Road,17457,,,King County,Washington
11375,952000310,"47.5678,-122.378",36th Avenue Southwest,4021,,Seattle,King County,Washington
11376,5694501195,"47.6597,-122.345",Woodland Park Avenue North,4301,,Seattle,King County,Washington
11377,2872900390,"47.6258,-122.038",226th Place Northeast,1875,,,King County,Washington
11378,1502400140,"47.3117,-122.321",10th Place South,32416,,,King County,Washington
11379,3860900003,"47.593,-122.197",107th Avenue Southeast,,,Bellevue,King County,Washington
11380,1180003435,"47.497,-122.227",South 118th Street,8414,,Seattle,King County,Washington
11381,6430000070,"47.6872,-122.346",North 80th Street,928,,Seattle,King County,Washington
11382,5530000030,"47.3069,-122.271",51st Avenue South,32837,,,King County,Washington
11383,5700000465,"47.5781,-122.293",31st Avenue South,2806,,Seattle,King County,Washington
11384,3211100570,"47.4785,-122.16",Anacortes Avenue Southeast,406,Heather Downs,,King County,Washington
11385,9536601331,"47.3594,-122.322",8th Avenue South,27016,Redondo,,King County,Washington
11386,985000955,"47.4927,-122.312",South 124th Street,1620,Beverly Park,,King County,Washington
11387,323059208,"47.5091,-122.144",Southeast 105th Place,14712,,,King County,Washington
11388,4221270350,"47.591,-122.017",Southeast 20th Street,24093,,,King County,Washington
11389,3768000030,"47.7317,-122.231",Northeast 144th Street,8215,,,King County,Washington
11390,7211401610,"47.5109,-122.357",18th Avenue Southwest,10228,,Seattle,King County,Washington
11391,9542000340,"47.5966,-122.175",123rd Avenue Southeast,,Norwood Village,Bellevue,King County,Washington
11392,2426049078,"47.729,-122.235",80th Avenue Northeast,14137,,,King County,Washington
11393,5438000160,"47.4417,-122.194",Southeast 180th Street,11002,,,King County,Washington
11394,259600890,"47.6344,-122.118",167th Avenue Northeast,2710,,Bellevue,King County,Washington
11395,8732190200,"47.3115,-122.396",Southwest 324th Place,4918,Twin Lakes,,King County,Washington
11396,3395040200,"47.544,-122.296",29th Avenue South,6513,Holly Park,Seattle,King County,Washington
11397,6362900171,"47.596,-122.298",Martin Luther King Junior Way South,717,,Seattle,King County,Washington
11398,2154500060,"47.5473,-122.211",,,,,King County,Washington
11399,5706200370,"47.5246,-122.044",Mountain Park Boulevard Southwest,502,,,King County,Washington
11400,1402950240,"47.3352,-122.189",Southeast 298th Place,11366,,,King County,Washington
11401,4141800030,"47.615,-122.288",35th Avenue,1526,,Seattle,King County,Washington
11402,3426049284,"47.6934,-122.271",Sand Point Way Northeast,8764,Lavilla,Seattle,King County,Washington
11403,3658700510,"47.6793,-122.316",12th Avenue Northeast,6915,,Seattle,King County,Washington
11404,2220069196,"47.2063,-122.023",239th Place Southeast,44019,,,King County,Washington
11405,5700004485,"47.58,-122.285",Shoreland Drive South,2602,,Seattle,King County,Washington
11406,1328320350,"47.4445,-122.126",162nd Avenue Southeast,17601,Fairwood Greens,,King County,Washington
11407,3432500310,"47.7441,-122.314",14th Avenue Northeast,15862,,Shoreline,King County,Washington
11408,9274200318,"47.5892,-122.387",Southwest Seattle Street,4315,,Seattle,King County,Washington
11409,3034200550,"47.7173,-122.338",North 122nd Street,1530,,Seattle,King County,Washington
11410,2078500350,"47.5295,-122.18",120th Place Southeast,8203,,,King County,Washington
11411,7203101290,"47.6964,-122.024",236th Place Northeast,11052,,,King County,Washington
11412,9287801455,"47.6753,-122.36",2nd Avenue Northwest,6227,,Seattle,King County,Washington
11413,9472200060,"47.6665,-122.27",Kenilworth Place Northeast,5145,Hawthorne Hills,Seattle,King County,Washington
11414,869700060,"47.4914,-122.155",Elma Avenue Northeast,561,Blueberry Place,,King County,Washington
11415,4298100060,"47.7642,-122.048",215th Way Northeast,18722,,,King County,Washington
11416,7211402105,"47.511,-122.359",20th Avenue Southwest,10228,,Seattle,King County,Washington
11417,7135520260,"47.5275,-122.148",Southeast 83rd Street,14294,,,King County,Washington
11418,9222400565,"47.6741,-122.323",5th Avenue Northeast,6058,Meridian,Seattle,King County,Washington
11419,7116500125,"47.3025,-122.224",D Street Southeast,508,,,King County,Washington
11420,7202290320,"47.6868,-122.042",223rd Place Northeast,9817,,,King County,Washington
11421,9808630260,"47.6529,-122.202",Cross Kirkland Corridor,,,Bellevue,King County,Washington
11422,8682310310,"47.7101,-122.014",243rd Terrace Northeast,12464,,,King County,Washington
11423,4137000700,"47.2642,-122.219",50th Street Southeast,719,,,King County,Washington
11424,5119400075,"47.3881,-122.326",South 239th Street,620,Zenith,,King County,Washington
11425,8857100060,"47.6104,-122.112",Northeast 2nd Place,17308,,Bellevue,King County,Washington
11426,3329510200,"47.3336,-122.269",52nd Place South,29908,,,King County,Washington
11427,7789200070,"47.5093,-122.172",Southeast 105th Place,12615,Glencoe,,King County,Washington
11428,6140600049,"47.7145,-122.35",Fremont Avenue North,11712,,Seattle,King County,Washington
11429,9324320030,"47.314,-122.365",Southwest 322nd Street,2510,Twin Lakes,,King County,Washington
11430,2555900030,"47.7638,-122.317",Northeast 187th Street,1113,,Shoreline,King County,Washington
11431,8662500350,"47.3846,-122.205",Southeast 242nd Place,10125,,,King County,Washington
11432,7856601040,"47.5639,-122.149",143rd Avenue Southeast,,,Bellevue,King County,Washington
11433,109200390,"47.2977,-122.367",Southwest 339th Street,2614,,,King County,Washington
11434,109200390,"47.2977,-122.367",Southwest 339th Street,2614,,,King County,Washington
11435,6870300060,"47.674,-122.142",Northeast 78th Way,14820,,,King County,Washington
11436,2734100732,"47.5421,-122.322",Carleton Avenue South,6709,Van Asselt,Seattle,King County,Washington
11437,7201900370,"47.7012,-122.131",Northeast 112th Street,15624,,,King County,Washington
11438,3904960700,"47.5782,-122.018",241st Place Southeast,3443,,,King County,Washington
11439,2225059240,"47.6368,-122.157",Northeast 30th Street,13799,,Bellevue,King County,Washington
11440,4397650160,"47.5943,-122.15",,,,Bellevue,King County,Washington
11441,3629860060,"47.5492,-122.008",16th Court Northeast,,,,King County,Washington
11442,4083305085,"47.6506,-122.332",North 36th Street,2214,,Seattle,King County,Washington
11443,518500700,"47.5304,-122.202",North 41st Place,1219,,,King County,Washington
11444,3580900260,"47.7296,-122.24",75th Avenue Northeast,14150,,,King County,Washington
11445,1974300060,"47.7086,-122.243",Northeast 120th Place,7403,,,King County,Washington
11446,624069035,"47.5968,-122.083",East Lake Sammamish Trail,,,,King County,Washington
11447,5152980070,"47.3424,-122.329",South 289th Street,424,,,King County,Washington
11448,2624039114,"47.5397,-122.385",42nd Avenue Southwest,7116,Morgan Junction,Seattle,King County,Washington
11449,4337000200,"47.4789,-122.335",1st Avenue Southwest,13816,,,King County,Washington
11450,7203100550,"47.6954,-122.017",243rd Avenue Northeast,10915,,,King County,Washington
11451,2782100260,"47.5965,-122.038",Southeast 14th Place,,,,King County,Washington
11452,1737320060,"47.7687,-122.223",89th Avenue Northeast,19223,,,King County,Washington
11453,7972604001,"47.5208,-122.35",12th Avenue Southwest,9202,Highland Park,Seattle,King County,Washington
11454,2719100240,"47.5421,-122.383",40th Avenue Southwest,6728,Morgan Junction,Seattle,King County,Washington
11455,3904990570,"47.5783,-122.001",253rd Court Southeast,3516,,,King County,Washington
11456,7399000350,"47.4654,-122.195",Kennewick Court Southeast,1624,Rolling Hills,,King County,Washington
11457,6400700189,"47.6701,-122.176",Northeast 73rd Street,12234,,,King County,Washington
11458,4305200070,"47.5948,-122.153",140th Court Southeast,1745,,Bellevue,King County,Washington
11459,4305200070,"47.5948,-122.153",140th Court Southeast,1745,,Bellevue,King County,Washington
11460,2201500240,"47.5727,-122.138",152nd Avenue Southeast,4083,,Bellevue,King County,Washington
11461,3277800729,"47.5459,-122.376",35th Avenue Southwest,6302,,Seattle,King County,Washington
11462,2525310320,"47.3621,-122.031",233rd Court Southeast,26715,Fernwood Estates,,King County,Washington
11463,2215901840,"47.352,-122.058",Southeast 278th Way,21212,Eastwood Forest,,King County,Washington
11464,1796700160,"47.3672,-122.099",Southeast 261st Court,18209,Covington Woods,,King County,Washington
11465,4218400671,"47.6618,-122.273",51st Avenue Northeast,4519,Laurelhurst,Seattle,King County,Washington
11466,6415100350,"47.7295,-122.331",Corliss Avenue North,13732,,Seattle,King County,Washington
11467,7504020400,"47.6307,-122.051",Northeast 24th Street,21663,,,King County,Washington
11468,8732190070,"47.3104,-122.394",Southwest 325th Place,4720,Twin Lakes,,King County,Washington
11469,2826049200,"47.7065,-122.297",Northeast 107th Street,2827,,Seattle,King County,Washington
11470,8682292190,"47.7187,-122.024",Northeast Twinberry Way,23625,,,King County,Washington
11471,2524049250,"47.5428,-122.236",Blackford Lane,,,,King County,Washington
11472,7972603385,"47.5256,-122.347",9th Avenue Southwest,8627,Highland Park,Seattle,King County,Washington
11473,4454800060,"47.6692,-122.359",2nd Avenue Northwest,5516,,Seattle,King County,Washington
11474,8910500226,"47.711,-122.356",Greenwood Avenue North,11213,,Seattle,King County,Washington
11475,1972202505,"47.6498,-122.346",North 35th Street,929,,Seattle,King County,Washington
11476,6303400520,"47.5073,-122.36",21st Avenue Southwest,10658,Shorewood,Seattle,King County,Washington
11477,7852020340,"47.5322,-121.868",Fairway Avenue Southeast,,Fairway,,King County,Washington
11478,3824100041,"47.7731,-122.257",Northeast 198th Street,6322,,,King County,Washington
11479,3904990260,"47.579,-122.001",Southeast 35th Street,25298,,,King County,Washington
11480,204000140,"47.6385,-121.966",279th Avenue Northeast,3387,,,King County,Washington
11481,6083000071,"47.4853,-122.304",South 132nd Street,2218,,,King County,Washington
11482,6819100111,"47.6434,-122.358",West Raye Street,22,,Seattle,King County,Washington
11483,7806210400,"47.2925,-122.196",17th Street Southeast,2416,,,King County,Washington
11484,4375700055,"47.7131,-122.306",22nd Avenue Northeast,11533,,Seattle,King County,Washington
11485,207500012,"47.6382,-122.397",31st Avenue West,2120,Carleton Park,Seattle,King County,Washington
11486,2731600045,"47.4678,-122.363",24th Avenue Southwest,15016,Seahurst,,King County,Washington
11487,1953400570,"47.3912,-122.301",26th Avenue South,23425,North Highline,,King County,Washington
11488,2883200139,"47.6828,-122.329",East Green Lake Drive North,7450,,Seattle,King County,Washington
11489,3345100251,"47.521,-122.179",Southeast 91st Street,12117,Olympus,,King County,Washington
11490,1387301740,"47.7392,-122.194",Northeast 154th Street,11023,,,King County,Washington
11491,3214200070,"47.5377,-122.266",54th Avenue South,7204,Dunlap,Seattle,King County,Washington
11492,1937300193,"47.5949,-122.308",Davis Place South,834,Little Saigon,Seattle,King County,Washington
11493,2821049082,"47.2791,-122.3",South 360th Street,2606,,,King County,Washington
11494,2207500200,"47.6392,-122.318",11th Avenue East,2225,,Seattle,King County,Washington
11495,9528104286,"47.6774,-122.325",5th Avenue Northeast,6565,Meridian,Seattle,King County,Washington
11496,8901001170,"47.7105,-122.306",Northeast 113th Street,2000,,Seattle,King County,Washington
11497,3260200200,"47.6028,-122.172",Southeast 7th Place,12589,,Bellevue,King County,Washington
11498,1853080640,"47.5915,-122.058",211th Place Southeast,917,,,King County,Washington
11499,986000045,"47.5059,-122.303",24th Avenue South,10825,,,King County,Washington
11500,4322200105,"47.5375,-122.391",Blake Place Southwest,7323,,Seattle,King County,Washington
11501,1453600681,"47.7227,-122.296",Northeast 130th Street,3005,Cedar Park,Seattle,King County,Washington
11502,3365900041,"47.4738,-122.266",55th Avenue South,14406,,,King County,Washington
11503,9294300070,"47.6815,-122.269",55th Avenue Northeast,7306,Sand Point,Seattle,King County,Washington
11504,5096300140,"47.7753,-122.375",,,,Shoreline,King County,Washington
11505,985001275,"47.4916,-122.308",20th Avenue South,12419,,,King County,Washington
11506,6669200370,"47.5434,-122.229",Southeast 66th Street,8203,,,King County,Washington
11507,3885806840,"47.6811,-122.207",8th Avenue,127,,,King County,Washington
11508,2025079037,"47.6367,-121.948",South Hill II,,,,King County,Washington
11509,3812400202,"47.545,-122.278",44th Avenue South,6400,Brighton,Seattle,King County,Washington
11510,4136880140,"47.258,-122.208",56th Court Southeast,1621,,,King County,Washington
11511,258500059,"47.759,-122.371",Northwest 179th Place,1185,,Shoreline,King County,Washington
11512,8016250140,"47.3658,-122.172",127th Avenue Southeast,26330,Stillwater Green,,King County,Washington
11513,5153100030,"47.384,-122.322",9th Avenue South,24226,Zenith,,King County,Washington
11514,1377800135,"47.6462,-122.403",36th Avenue West,2842,Carleton Park,Seattle,King County,Washington
11515,7549800045,"47.555,-122.309",South Bennett Street,1738,,Seattle,King County,Washington
11516,3179101070,"47.6713,-122.276",Princeton Avenue Northeast,5720,Hawthorne Hills,Seattle,King County,Washington
11517,629800520,"47.6009,-122.011",Southeast Windsor Boulevard,24610,,,King County,Washington
11518,7129302800,"47.5168,-122.256",South Keppler Street,6131,Rainier Beach,Seattle,King County,Washington
11519,2450000320,"47.5822,-122.196",108th Avenue Southeast,3142,,Bellevue,King County,Washington
11520,6804600990,"47.7603,-122.169",129th Avenue Northeast,18317,North Creek,,King County,Washington
11521,3389900800,"47.5628,-122.391",Southwest Oregon Street,4609,,Seattle,King County,Washington
11522,524059208,"47.5933,-122.195",Bellevue Way Southeast,1901,,Bellevue,King County,Washington
11523,1523069128,"47.48,-122.03",233rd Way Southeast,13620,Four Creeks,,King County,Washington
11524,5701700640,"47.7183,-122.1",180th Avenue Northeast,13267,,,King County,Washington
11525,4077800247,"47.7102,-122.281",Sand Point Way Northeast,11049,Lavilla,Seattle,King County,Washington
11526,3629860160,"47.5489,-122.007",Northeast Katsura Street,1634,,,King County,Washington
11527,2877102180,"47.6781,-122.363",6th Avenue Northwest,6710,Whittier Heights,Seattle,King County,Washington
11528,7203101610,"47.6968,-122.025",Northeast 111th Street,23553,,,King County,Washington
11529,3342100685,"47.5168,-122.204",North 28th Place,1109,Kennydale,,King County,Washington
11530,3575301550,"47.6175,-122.065",206th Place Northeast,1298,,,King County,Washington
11531,1829300260,"47.6373,-122.042",Northeast 31st Street,22292,,,King County,Washington
11532,6071000030,"47.5576,-122.186",116th Place Southeast,5049,,Bellevue,King County,Washington
11533,4099100260,"47.6681,-122.184",117th Drive Northeast,6906,,,King County,Washington
11534,3365900520,"47.4716,-122.262",57th Avenue South,14486,,,King County,Washington
11535,8964800890,"47.6205,-122.214",95th Avenue Northeast,1147,,Bellevue,King County,Washington
11536,7977200055,"47.6861,-122.296",30th Avenue Northeast,7742,Ravenna,Seattle,King County,Washington
11537,7589700106,"47.6871,-122.373",Northwest 80th Street,1302,Whittier Heights,Seattle,King County,Washington
11538,9324300030,"47.314,-122.363",Southwest 322nd Street,2152,Twin Lakes,,King County,Washington
11539,5347200070,"47.5194,-122.376",Southwest Cambridge Street,3416,,Seattle,King County,Washington
11540,2771600550,"47.6416,-122.386",Thorndyke Avenue West,2501,Interbay,Seattle,King County,Washington
11541,5456000135,"47.574,-122.21",Southeast 41st Street,9766,,,King County,Washington
11542,629811360,"47.6123,-122.006",Northeast 3rd Place,24986,,,King County,Washington
11543,1354600160,"47.4098,-122.189",114th Place Southeast,21423,Willow Ridge,,King County,Washington
11544,8566100160,"47.5361,-122.217",92nd Place Southeast,8902,,,King County,Washington
11545,5104520550,"47.35,-122.005",Maple Ridge Way Southeast,28121,Maple Woods,,King County,Washington
11546,2819100140,"47.6962,-122.397",31st Avenue Northwest,9207,Loyal Heights,Seattle,King County,Washington
11547,7298020140,"47.3052,-122.34",3rd Court Southwest,33135,,,King County,Washington
11548,8929000140,"47.5521,-121.999",24th Ave NE,,,,King County,Washington
11549,9407600070,"47.3893,-122.051",Southeast 237th Street,21707,Wilderness Village Estates,,King County,Washington
11550,2896000510,"47.6743,-122.145",Northeast 77th Street,,,,King County,Washington
11551,1938000140,"47.5876,-122.172",126th Avenue Southeast,2511,Woodridge,Bellevue,King County,Washington
11552,4331000400,"47.4752,-122.345",8th Avenue Southwest,14239,,,King County,Washington
11553,4031700030,"47.2932,-122.283",South 344th Street,4005,,,King County,Washington
11554,1722800860,"47.5515,-122.324",7th Avenue South,5708,Van Asselt,Seattle,King County,Washington
11555,2491200955,"47.5207,-122.378",36th Avenue Southwest,9212,,Seattle,King County,Washington
11556,2013802030,"47.3811,-122.325",8th Avenue South,24605,Zenith,,King County,Washington
11557,1923300135,"47.6867,-122.352",North 80th Street,511,,Seattle,King County,Washington
11558,2391600335,"47.5634,-122.394",48th Avenue Southwest,4447,,Seattle,King County,Washington
11559,2425039017,"47.6419,-122.368",8th Avenue West,2541,Interbay,Seattle,King County,Washington
11560,6752600320,"47.401,-122.171",127th Avenue Southeast,22412,Hillshire Terrace,,King County,Washington
11561,193300140,"47.3705,-122.15",Southeast 258th Place,14330,,,King County,Washington
11562,5651010320,"47.7732,-122.172",Northeast 200th Place,12702,,,King County,Washington
11563,243000045,"47.4544,-122.351",Southwest 166th Street,1220,,,King County,Washington
11564,1558100398,"47.7624,-121.93",Mountain View Road Northeast,18971,,,King County,Washington
11565,4204400339,"47.4848,-122.221",Northwest 2nd Street,212,,,King County,Washington
11566,9567800140,"47.7636,-122.202",Northeast 187th Street,10342,,,King County,Washington
11567,4046500140,"47.6931,-121.921",Northeast 106th Street,31397,,,King County,Washington
11568,2115510160,"47.3187,-122.39",45th Place Southwest,31606,Twin Lakes,,King County,Washington
11569,9828702518,"47.6192,-122.301",24th Avenue East,114,,Seattle,King County,Washington
11570,3888100117,"47.6811,-122.169",128th Avenue Northeast,8704,Snyders Corner,,King County,Washington
11571,1775900140,"47.74,-122.093",Brook Trails Trail #14,,,,King County,Washington
11572,6645950070,"47.554,-122.036",228th Avenue Southeast,5358,,,King County,Washington
11573,6840701160,"47.6044,-122.299",26th Avenue,303,,Seattle,King County,Washington
11574,1336800240,"47.6263,-122.312",15th Avenue East,806,,Seattle,King County,Washington
11575,3830200140,"47.373,-122.185",117th Place Southeast,25426,,,King County,Washington
11576,2473510260,"47.4462,-122.137",Southeast 175th Place,15224,Candlewood,,King County,Washington
11577,5056500260,"47.5443,-122.177",Southeast 65th Street,12201,,Bellevue,King County,Washington
11578,8682280260,"47.703,-122.015",NE Vine Maple Way,24290,,,King County,Washington
11579,7338000800,"47.3342,-122.215",M Street Northeast,3001,,,King County,Washington
11580,3260701160,"47.3106,-122.325",South 326th Street,814,,,King County,Washington
11581,3793500510,"47.367,-122.031",233rd Court Southeast,26209,Fernwood Estates,,King County,Washington
11582,9485950340,"47.3507,-122.089",188th Avenue Southeast,28034,Winterwood Estates,,King County,Washington
11583,2011400662,"47.3985,-122.321",10th Avenue South,22610,Central Des Moines,,King County,Washington
11584,6699940320,"47.3451,-122.04",227th Avenue Southeast,28609,Elk Run,,King County,Washington
11585,6134500070,"47.6319,-122.007",248th Terrace Northeast,2455,,,King County,Washington
11586,8807810890,"47.6625,-122.059",Northeast 61st Street,21008,,,King County,Washington
11587,8807810890,"47.6625,-122.059",Northeast 61st Street,21008,,,King County,Washington
11588,6453300055,"47.5181,-122.339",Olson Place Southwest,9454,,Seattle,King County,Washington
11589,1118001820,"47.632,-122.29",Parkside Drive East,1502,Broadmoor,Seattle,King County,Washington
11590,8570900023,"47.4987,-121.781",East 6th Street,150,,,King County,Washington
11591,629000510,"47.5866,-122.201",Southeast 27th Street,,,,King County,Washington
11592,2028701000,"47.6766,-122.368",Dibble Avenue Northwest,6517,Whittier Heights,Seattle,King County,Washington
11593,7147400045,"47.445,-122.285",South 176th Street,3819,,,King County,Washington
11594,3180100023,"47.6688,-122.279",Northeast 55th Street,4511 1/2,Hawthorne Hills,Seattle,King County,Washington
11595,1032000079,"47.5909,-122.297",South Irving Street,2707,,Seattle,King County,Washington
11596,7010700860,"47.6606,-122.397",31st Avenue West,4418,Lawton Park,Seattle,King County,Washington
11597,5547500070,"47.3819,-122.09",Southeast 245th Court,18816,,,King County,Washington
11598,7237501040,"47.528,-122.132",154th Avenue Southeast,8200,,,King County,Washington
11599,7284900030,"47.768,-122.388",Richmond Beach Drive Northwest,19172,,Shoreline,King County,Washington
11600,3277801646,"47.5445,-122.376",Southwest Morgan Street,3419,,Seattle,King County,Washington
11601,8722101370,"47.636,-122.302",24th Avenue East,1819,Montlake,Seattle,King County,Washington
11602,2436200200,"47.6645,-122.291",34th Avenue Northeast,4776,,Seattle,King County,Washington
11603,2716600273,"47.5419,-122.383",40th Avenue Southwest,6736,Morgan Junction,Seattle,King County,Washington
11604,1795700030,"47.5401,-122.3",Covello Drive South,7009,Holly Park,Seattle,King County,Washington
11605,9421500160,"47.726,-122.297",30th Avenue Northeast,13343,Kenwood,Seattle,King County,Washington
11606,4139910030,"47.5455,-122.126",160th Place Southeast,6372,,Bellevue,King County,Washington
11607,3080000030,"47.5801,-122.306",21st Avenue South,2601,,Seattle,King County,Washington
11608,2568200070,"47.7066,-122.101",,,,,King County,Washington
11609,1546600565,"47.636,-122.171",Northeast 29th Street,12662,,Bellevue,King County,Washington
11610,9187200045,"47.6024,-122.296",28th Avenue,125,,Seattle,King County,Washington
11611,8078450340,"47.6339,-122.022",239th Place Northeast,2688,,,King County,Washington
11612,9297301535,"47.5659,-122.376",35th Avenue Southwest,4118,,Seattle,King County,Washington
11613,6431000196,"47.689,-122.347",Linden Avenue North,8216,,Seattle,King County,Washington
11614,9406520260,"47.363,-122.034",Southeast 267th Place,23018,Wilderness Estates,,King County,Washington
11615,9510900140,"47.3092,-122.376",Southwest 327th Street,3321,,,King County,Washington
11616,7932600140,"47.4242,-122.181",121st Avenue Southeast,19803,,,King County,Washington
11617,7864500140,"47.3747,-122.306",South 253rd Street,2119,Woodmont,,King County,Washington
11618,3629960550,"47.5478,-122.005",17th Place Northeast,1901,,,King County,Washington
11619,2239000016,"47.7307,-122.332",North 140th Street,2214,,Seattle,King County,Washington
